Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date,Annual_Spend,Signup_Year,Tenure_Group,Spend_Group
C049070,33,Male,West,63,Premium,86.53,0,0,29-06-2025,1038.36,2025,5-10 yr,Q4 high
C049071,37,Female,South,32,Premium,67.67,1,1,11-05-2024,812.04,2024,2-5 yr,Q4 high
C049072,53,Male,North,111,Premium,67.55,2,0,03-08-2022,810.6,2022,5-10 yr,Q4 high
C049073,31,Female,North,30,Enterprise,235.21,1,0,15-03-2023,2822.52,2023,2-5 yr,Q4 high
C049074,41,Male,East,47,Basic,7.71,2,1,11-09-2021,92.52,2021,2-5 yr,Q1 low
C049075,27,Female,Central,62,Premium,95.52,1,0,29-01-2023,1146.24,2023,5-10 yr,Q4 high
C049076,40,Male,South,29,Premium,42.07,1,0,03-02-2021,504.84,2021,2-5 yr,Q3
C049077,25,Male,North,83,Basic,5.93,0,1,13-03-2022,71.16,2022,5-10 yr,Q1 low
C049078,36,Female,West,27,Basic,10.54,0,0,26-06-2025,126.48,2025,2-5 yr,Q1 low
C049079,36,Male,West,116,Premium,86.19,2,0,20-09-2019,1034.28,2019,5-10 yr,Q4 high
C049080,33,Male,Central,31,Standard,25.44,1,0,13-10-2022,305.28,2022,2-5 yr,Q2
C049081,41,Male,West,68,Premium,75.33,1,0,28-01-2020,903.96,2020,5-10 yr,Q4 high
C049082,42,Male,North,35,Premium,76.53,1,1,13-07-2019,918.36,2019,2-5 yr,Q4 high
C049083,46,Female,West,79,Basic,17.41,2,0,05-12-2020,208.92,2020,5-10 yr,Q2
C049084,36,Female,North,118,Premium,79.87,1,1,31-01-2019,958.44,2019,5-10 yr,Q4 high
C049085,26,Female,South,59,Standard,27.58,0,1,11-08-2019,330.96,2019,2-5 yr,Q3
C049086,38,Female,East,111,Basic,15.94,2,0,14-06-2025,191.28,2025,5-10 yr,Q2
C049087,36,Male,East,92,Basic,6.48,1,0,09-01-2023,77.76,2023,5-10 yr,Q1 low
C049088,24,Male,West,6,Standard,39.28,0,1,06-07-2019,471.36,2019,0-6 mo,Q3
C049089,23,Female,North,51,Premium,56.5,1,1,08-02-2025,678,2025,2-5 yr,Q4 high
C049090,18,Male,West,14,Standard,24.21,0,0,30-04-2022,290.52,2022,1-2 yr,Q2
C049091,41,Prefer not to say,East,84,Standard,16.39,0,0,28-11-2020,196.68,2020,5-10 yr,Q2
C049092,53,Male,Central,77,Basic,14.02,0,0,05-03-2021,168.24,2021,5-10 yr,Q1 low
C049093,18,Female,Central,35,Basic,10.09,1,0,12-01-2022,121.08,2022,2-5 yr,Q1 low
C049094,32,Female,Central,65,Standard,21.57,0,0,24-04-2021,258.84,2021,5-10 yr,Q2
C049095,41,Male,South,50,Standard,35.5,1,1,01-05-2020,426,2020,2-5 yr,Q3
C049096,40,Female,Central,1,Enterprise,232.73,0,0,03-03-2021,2792.76,2021,0-6 mo,Q4 high
C049097,34,Male,North,54,Standard,27.28,1,0,04-03-2025,327.36,2025,2-5 yr,Q3
C049098,29,Female,South,22,Basic,5.12,3,0,05-08-2021,61.44,2021,1-2 yr,Q1 low
C049099,40,Male,Central,110,Premium,38.42,1,0,16-03-2022,461.04,2022,5-10 yr,Q3
C049100,46,Female,South,2,Premium,51.91,2,0,19-07-2025,622.92,2025,0-6 mo,Q4 high
C049101,18,Male,Central,84,Basic,19.88,1,0,28-03-2022,238.56,2022,5-10 yr,Q2
C049102,44,Male,South,46,Premium,40.29,1,1,28-03-2024,483.48,2024,2-5 yr,Q3
C049103,31,Female,North,5,Premium,89.85,1,1,18-01-2024,1078.2,2024,0-6 mo,Q4 high
C049104,38,Female,South,11,Basic,7.87,3,0,10-04-2024,94.44,2024,6-12 mo,Q1 low
C049105,37,Male,West,71,Basic,5.94,1,0,24-11-2020,71.28,2020,5-10 yr,Q1 low
C049106,25,Male,South,90,Premium,98.44,0,0,21-11-2022,1181.28,2022,5-10 yr,Q4 high
C049107,28,Male,East,5,Basic,19.44,1,0,14-04-2025,233.28,2025,0-6 mo,Q2
C049108,39,Male,North,37,Basic,17.78,0,,22-06-2023,213.36,2023,2-5 yr,Q2
C049109,22,Female,South,24,Premium,35.86,0,0,23-03-2024,430.32,2024,1-2 yr,Q3
C049110,29,Male,North,101,Enterprise,201.94,0,,01-10-2019,2423.28,2019,5-10 yr,Q4 high
C049111,22,Female,West,102,Basic,5.81,0,0,19-07-2019,69.72,2019,5-10 yr,Q1 low
C049112,26,Non-binary,West,84,Basic,16.95,1,0,08-09-2021,203.4,2021,5-10 yr,Q2
C049113,39,Female,North,43,Basic,14.16,2,0,06-09-2021,169.92,2021,2-5 yr,Q1 low
C049114,19,Female,South,87,Basic,8.1,4,0,06-11-2021,97.2,2021,5-10 yr,Q1 low
C049115,34,Female,North,43,Basic,8.94,1,0,18-02-2024,107.28,2024,2-5 yr,Q1 low
C049116,30,Female,South,91,Basic,17.69,0,0,09-08-2025,212.28,2025,5-10 yr,Q2
C049117,45,Male,East,119,Premium,80.79,2,0,22-12-2022,969.48,2022,5-10 yr,Q4 high
C049118,24,Female,South,30,Standard,37.9,2,0,10-12-2022,454.8,2022,2-5 yr,Q3
C049119,32,Male,North,37,Premium,86.22,0,0,27-01-2025,1034.64,2025,2-5 yr,Q4 high
C049120,34,Female,Central,100,Basic,9.92,1,0,25-08-2024,119.04,2024,5-10 yr,Q1 low
C049121,34,Male,South,82,Basic,5.44,2,1,26-02-2023,65.28,2023,5-10 yr,Q1 low
C049122,36,Male,North,38,Basic,19.76,0,0,10-09-2021,237.12,2021,2-5 yr,Q2
C049123,34,Male,East,108,Standard,28.97,1,0,29-12-2019,347.64,2019,5-10 yr,Q3
C049124,36,Male,South,77,Premium,98.14,3,0,02-12-2019,1177.68,2019,5-10 yr,Q4 high
C049125,41,Female,East,81,Basic,17.57,1,0,29-05-2022,210.84,2022,5-10 yr,Q2
C049126,19,Female,North,85,Premium,47.09,1,0,31-10-2019,565.08,2019,5-10 yr,Q3
C049127,23,Non-binary,West,76,Basic,6.31,0,1,26-10-2023,75.72,2023,5-10 yr,Q1 low
C049128,32,Male,North,16,Premium,95.27,2,0,17-01-2019,1143.24,2019,1-2 yr,Q4 high
C049129,33,Male,South,50,Basic,5.18,2,0,03-11-2020,62.16,2020,2-5 yr,Q1 low
C049130,39,Male,West,114,Basic,12.38,3,0,30-03-2025,148.56,2025,5-10 yr,Q1 low
C049131,21,Female,North,79,Standard,36.56,2,0,13-08-2025,438.72,2025,5-10 yr,Q3
C049132,34,Male,North,27,Basic,14.35,0,0,06-08-2023,172.2,2023,2-5 yr,Q1 low
C049133,26,Male,West,86,Standard,37.1,3,0,03-04-2024,445.2,2024,5-10 yr,Q3
C049134,18,Male,South,50,Basic,9.29,2,0,22-01-2024,111.48,2024,2-5 yr,Q1 low
C049135,27,Male,East,102,Basic,14.63,0,0,27-11-2022,175.56,2022,5-10 yr,Q1 low
C049136,51,Male,West,35,Premium,46.85,2,0,21-08-2025,562.2,2025,2-5 yr,Q3
C049137,45,Male,North,98,Basic,11.22,0,0,10-12-2022,134.64,2022,5-10 yr,Q1 low
C049138,28,Female,West,103,Basic,17.02,1,0,06-06-2023,204.24,2023,5-10 yr,Q2
C049139,21,Male,North,10,Standard,39.62,1,0,15-10-2024,475.44,2024,6-12 mo,Q3
C049140,25,Female,Central,118,Premium,63.92,1,1,07-01-2024,767.04,2024,5-10 yr,Q4 high
C049141,39,Female,East,93,Basic,14.3,0,,31-12-2023,171.6,2023,5-10 yr,Q1 low
C049142,22,Male,Central,50,Basic,6.32,3,0,07-04-2025,75.84,2025,2-5 yr,Q1 low
C049143,34,Female,North,19,Basic,17.43,1,0,08-09-2019,209.16,2019,1-2 yr,Q2
C049144,40,Female,North,105,Basic,12.37,4,0,14-05-2024,148.44,2024,5-10 yr,Q1 low
C049145,45,Male,South,28,Basic,19.93,2,1,28-10-2022,239.16,2022,2-5 yr,Q2
C049146,27,Male,Central,83,Basic,19.86,2,0,20-02-2020,238.32,2020,5-10 yr,Q2
C049147,58,Female,West,50,Standard,29.15,1,0,17-08-2020,349.8,2020,2-5 yr,Q3
C049148,50,Female,South,65,Basic,13.37,1,1,25-08-2022,160.44,2022,5-10 yr,Q1 low
C049149,33,Male,East,92,Premium,45.65,0,0,16-12-2021,547.8,2021,5-10 yr,Q3
C049150,47,Female,West,55,Standard,30.47,1,0,02-07-2020,365.64,2020,2-5 yr,Q3
C049151,27,Male,North,29,Standard,17.49,0,0,15-06-2023,209.88,2023,2-5 yr,Q2
C049152,32,Female,South,68,Basic,11.33,1,0,03-03-2025,135.96,2025,5-10 yr,Q1 low
C049153,26,Female,West,88,Basic,11.73,1,0,01-07-2019,140.76,2019,5-10 yr,Q1 low
C049154,25,Male,North,98,Standard,24.52,1,0,16-09-2022,294.24,2022,5-10 yr,Q2
C049155,54,Male,East,44,Standard,25.03,1,0,22-06-2024,300.36,2024,2-5 yr,Q2
C049156,46,Female,West,23,Standard,31.05,0,1,27-11-2023,372.6,2023,1-2 yr,Q3
C049157,45,Male,Central,95,Premium,86.36,0,0,11-07-2020,1036.32,2020,5-10 yr,Q4 high
C049158,18,Male,West,68,Standard,31.76,0,0,18-03-2025,381.12,2025,5-10 yr,Q3
C049159,29,Female,East,42,Premium,51.44,0,0,01-12-2024,617.28,2024,2-5 yr,Q4 high
C049160,48,Female,Central,111,Premium,93.89,1,0,10-05-2025,1126.68,2025,5-10 yr,Q4 high
C049161,37,Female,North,58,Basic,15.97,3,1,04-01-2021,191.64,2021,2-5 yr,Q2
C049162,48,Female,Unknown,68,Standard,22.19,2,1,14-05-2019,266.28,2019,5-10 yr,Q2
C049163,18,Female,North,73,Standard,20.28,0,1,29-01-2020,243.36,2020,5-10 yr,Q2
C049164,25,Male,West,35,Standard,21.24,0,0,04-11-2024,254.88,2024,2-5 yr,Q2
C049165,46,Male,West,91,Standard,33.04,1,0,08-05-2021,396.48,2021,5-10 yr,Q3
C049166,42,Female,North,89,Basic,17.26,0,,04-04-2021,207.12,2021,5-10 yr,Q2
C049167,27,Male,West,59,Premium,91.86,0,0,24-09-2020,1102.32,2020,2-5 yr,Q4 high
C049168,40,Female,Central,76,Basic,19.66,1,0,21-12-2024,235.92,2024,5-10 yr,Q2
C049169,35,Female,West,12,Premium,65.8,0,1,08-04-2024,789.6,2024,6-12 mo,Q4 high
C049170,20,Female,East,19,Standard,17.85,0,1,12-06-2022,214.2,2022,1-2 yr,Q2
C049171,45,Female,East,85,Basic,10.25,1,0,30-05-2025,123,2025,5-10 yr,Q1 low
C049172,19,Male,South,113,Standard,18.21,2,1,11-06-2025,218.52,2025,5-10 yr,Q2
C049173,39,Female,East,102,Basic,14.45,0,1,31-10-2024,173.4,2024,5-10 yr,Q1 low
C049174,35,Male,Central,117,Standard,22.73,0,0,26-02-2024,272.76,2024,5-10 yr,Q2
C049175,36,Male,West,114,Standard,25.29,0,0,29-04-2021,303.48,2021,5-10 yr,Q2
C049176,33,Female,West,41,Premium,51.69,2,1,19-09-2023,620.28,2023,2-5 yr,Q4 high
C049177,43,Non-binary,North,28,Enterprise,151.88,1,0,04-03-2020,1822.56,2020,2-5 yr,Q4 high
C049178,27,Male,East,52,Basic,14.13,3,1,16-04-2021,169.56,2021,2-5 yr,Q1 low
C049179,42,Female,East,104,Standard,27.61,2,0,24-04-2023,331.32,2023,5-10 yr,Q3
C049180,32,Non-binary,West,39,Standard,28.32,0,0,05-07-2022,339.84,2022,2-5 yr,Q3
C049181,47,Female,West,83,Standard,37.36,2,1,12-01-2022,448.32,2022,5-10 yr,Q3
C049182,18,Male,East,35,Basic,8.05,1,0,20-06-2019,96.6,2019,2-5 yr,Q1 low
C049183,39,Male,East,77,Premium,77.38,0,0,04-03-2021,928.56,2021,5-10 yr,Q4 high
C049184,25,Male,North,3,Standard,39.16,1,0,24-02-2020,469.92,2020,0-6 mo,Q3
C049185,28,Male,Central,2,Standard,39.66,2,0,26-07-2023,475.92,2023,0-6 mo,Q3
C049186,48,Female,South,107,Basic,18.32,0,0,25-10-2019,219.84,2019,5-10 yr,Q2
C049187,29,Male,West,75,Basic,18.4,1,0,08-10-2020,220.8,2020,5-10 yr,Q2
C049188,50,Male,North,70,Basic,8.98,1,1,27-08-2020,107.76,2020,5-10 yr,Q1 low
C049189,30,Female,West,119,Standard,38.19,1,0,27-08-2020,458.28,2020,5-10 yr,Q3
C049190,39,Male,East,27,Basic,15.94,0,0,30-08-2023,191.28,2023,2-5 yr,Q2
C049191,41,Male,East,60,Premium,93.27,0,0,31-12-2021,1119.24,2021,2-5 yr,Q4 high
C049192,27,Male,Central,3,Premium,77.1,0,1,24-02-2021,925.2,2021,0-6 mo,Q4 high
C049193,37,Male,Central,99,Premium,87.29,0,0,05-06-2023,1047.48,2023,5-10 yr,Q4 high
C049194,41,Male,East,99,Standard,19.09,1,0,09-06-2024,229.08,2024,5-10 yr,Q2
C049195,43,Male,Central,97,Enterprise,225.29,0,0,04-03-2020,2703.48,2020,5-10 yr,Q4 high
C049196,35,Male,North,48,Basic,8.46,0,0,14-08-2022,101.52,2022,2-5 yr,Q1 low
C049197,33,Female,West,46,Standard,37.14,0,0,31-12-2026,445.68,2026,2-5 yr,Q3
C049198,38,Female,North,88,Premium,85.78,2,1,16-01-2025,1029.36,2025,5-10 yr,Q4 high
C049199,22,Female,Central,86,Basic,15.53,3,1,27-07-2020,186.36,2020,5-10 yr,Q1 low
C049200,24,Female,Central,96,Basic,5.34,0,0,14-08-2025,64.08,2025,5-10 yr,Q1 low
C049201,41,Female,East,97,Standard,23.36,1,0,30-10-2023,280.32,2023,5-10 yr,Q2
C049202,22,Male,North,65,Standard,24.93,0,0,21-08-2021,299.16,2021,5-10 yr,Q2
C049203,35,Male,Central,66,Standard,26.03,2,1,04-12-2019,312.36,2019,5-10 yr,Q3
C049204,21,Female,South,115,Enterprise,180.33,0,0,03-04-2021,2163.96,2021,5-10 yr,Q4 high
C049205,19,Female,West,72,Standard,28.14,1,0,19-08-2019,337.68,2019,5-10 yr,Q3
C049206,22,Female,Central,48,Basic,17.11,1,0,25-03-2022,205.32,2022,2-5 yr,Q2
C049207,20,Male,North,98,Standard,36.92,2,1,04-07-2021,443.04,2021,5-10 yr,Q3
C049208,38,Female,West,29,Basic,13,2,1,30-08-2023,156,2023,2-5 yr,Q1 low
C049209,40,Female,South,57,Basic,17.29,3,0,10-09-2022,207.48,2022,2-5 yr,Q2
C049210,35,Female,Central,5,Enterprise,226.88,1,0,05-04-2021,2722.56,2021,0-6 mo,Q4 high
C049211,35,Male,East,69,Premium,62.66,4,0,21-07-2020,751.92,2020,5-10 yr,Q4 high
C049212,23,Male,East,28,Standard,22.96,1,1,30-09-2024,275.52,2024,2-5 yr,Q2
C049213,31,Female,North,93,Standard,37.51,0,0,13-11-2022,450.12,2022,5-10 yr,Q3
C049214,18,Female,West,50,Basic,7.72,0,0,21-01-2024,92.64,2024,2-5 yr,Q1 low
C049215,45,Male,East,102,Standard,26.79,3,0,04-05-2023,321.48,2023,5-10 yr,Q3
C049216,52,Female,Central,75,Standard,32.91,4,0,01-06-2023,394.92,2023,5-10 yr,Q3
C049217,41,Male,North,53,Basic,6.53,3,0,14-10-2019,78.36,2019,2-5 yr,Q1 low
C049218,22,Male,South,42,Premium,96.9,2,1,16-10-2021,1162.8,2021,2-5 yr,Q4 high
C049219,43,Female,Central,8,Basic,12.29,1,0,03-11-2023,147.48,2023,6-12 mo,Q1 low
C049220,29,Male,Central,110,Standard,31.38,2,0,04-12-2024,376.56,2024,5-10 yr,Q3
C049221,34,Female,North,92,Basic,7.44,2,1,19-06-2024,89.28,2024,5-10 yr,Q1 low
C049222,47,Male,West,66,Standard,36.16,3,0,18-11-2021,433.92,2021,5-10 yr,Q3
C049223,26,Female,North,96,Premium,38.17,4,0,21-09-2022,458.04,2022,5-10 yr,Q3
C049224,37,Male,Central,73,Standard,35.34,0,0,05-06-2023,424.08,2023,5-10 yr,Q3
C049225,32,Male,North,103,Premium,62.23,0,,25-02-2023,746.76,2023,5-10 yr,Q4 high
C049226,23,Female,North,93,Premium,74.06,1,0,18-08-2024,888.72,2024,5-10 yr,Q4 high
C049227,41,Male,Central,49,Standard,18.49,1,0,09-04-2025,221.88,2025,2-5 yr,Q2
C049228,28,Prefer not to say,East,61,Basic,15.3,1,0,18-02-2019,183.6,2019,5-10 yr,Q1 low
C049229,39,Female,South,54,Premium,74.25,0,0,09-11-2023,891,2023,2-5 yr,Q4 high
C049230,40,Male,West,120,Premium,64.83,2,0,18-04-2021,777.96,2021,5-10 yr,Q4 high
C049231,50,Female,North,118,Standard,29.48,3,0,29-06-2022,353.76,2022,5-10 yr,Q3
C049232,45,Female,North,79,Standard,25.47,1,0,31-05-2021,305.64,2021,5-10 yr,Q2
C049233,30,Female,Central,12,Premium,43.93,4,0,13-07-2025,527.16,2025,6-12 mo,Q3
C049234,33,Male,North,20,Basic,14.86,0,0,05-05-2025,178.32,2025,1-2 yr,Q1 low
C049235,34,Male,Central,113,Standard,35.29,0,0,08-05-2023,423.48,2023,5-10 yr,Q3
C049236,38,Male,West,84,Standard,38.75,1,0,28-07-2021,465,2021,5-10 yr,Q3
C049237,35,Female,West,78,Standard,24.24,4,1,26-01-2019,290.88,2019,5-10 yr,Q2
C049238,36,Female,North,37,Standard,16.82,0,0,09-03-2024,201.84,2024,2-5 yr,Q2
C049239,50,Female,North,88,Basic,8.9,1,1,23-08-2020,106.8,2020,5-10 yr,Q1 low
C049240,50,Female,East,83,Basic,18.26,2,1,08-12-2022,219.12,2022,5-10 yr,Q2
C049241,32,Male,South,25,Basic,10.21,0,1,30-11-2019,122.52,2019,2-5 yr,Q1 low
C049242,34,Male,Central,76,Standard,17.75,0,0,03-10-2022,213,2022,5-10 yr,Q2
C049243,44,Female,East,48,Premium,41.22,2,1,17-01-2020,494.64,2020,2-5 yr,Q3
C049244,39,Male,East,29,Standard,19.47,2,0,26-01-2019,233.64,2019,2-5 yr,Q2
C049245,33,Male,South,77,Standard,16.23,2,0,12-01-2022,194.76,2022,5-10 yr,Q2
C049246,38,Male,North,120,Standard,15.53,2,0,19-09-2020,186.36,2020,5-10 yr,Q1 low
C049247,37,Male,West,84,Enterprise,153.22,0,1,08-08-2025,1838.64,2025,5-10 yr,Q4 high
C049248,18,Female,South,34,Premium,48.97,2,0,13-04-2024,587.64,2024,2-5 yr,Q4 high
C049249,18,Male,Central,63,Premium,62.68,1,0,11-08-2021,752.16,2021,5-10 yr,Q4 high
C049250,18,Female,South,83,Premium,85.7,1,0,31-07-2023,1028.4,2023,5-10 yr,Q4 high
C049251,21,Male,Central,22,Basic,17.81,1,0,04-11-2021,213.72,2021,1-2 yr,Q2
C049252,28,Female,East,80,Standard,30.47,2,0,31-05-2019,365.64,2019,5-10 yr,Q3
C049253,32,Male,South,18,Standard,36.22,2,1,04-08-2023,434.64,2023,1-2 yr,Q3
C049254,36,Male,Central,57,Standard,22.03,2,0,21-03-2022,264.36,2022,2-5 yr,Q2
C049255,42,Male,West,3,Premium,69.26,2,0,19-06-2022,831.12,2022,0-6 mo,Q4 high
C049256,23,Male,South,32,Enterprise,89.12,2,1,05-01-2019,1069.44,2019,2-5 yr,Q4 high
C049257,39,Female,East,43,Basic,7.17,1,0,30-11-2021,86.04,2021,2-5 yr,Q1 low
C049258,42,Female,Central,65,Premium,49.82,1,1,25-02-2020,597.84,2020,5-10 yr,Q4 high
C049259,41,Male,Central,20,Basic,18.51,0,0,10-08-2020,222.12,2020,1-2 yr,Q2
C049260,40,Female,Central,47,Standard,29.94,1,1,25-07-2024,359.28,2024,2-5 yr,Q3
C049261,47,Male,East,54,Standard,27.03,2,1,19-09-2020,324.36,2020,2-5 yr,Q3
C049262,33,Female,East,118,Standard,38.81,1,0,03-07-2023,465.72,2023,5-10 yr,Q3
C049263,38,Female,North,51,Basic,10.76,2,0,28-04-2020,129.12,2020,2-5 yr,Q1 low
C049264,50,Male,East,53,Standard,22.91,1,1,17-12-2023,274.92,2023,2-5 yr,Q2
C049265,46,Female,South,70,Standard,23.38,0,1,09-05-2023,280.56,2023,5-10 yr,Q2
C049266,32,Female,East,56,Standard,39.33,1,1,30-11-2023,471.96,2023,2-5 yr,Q3
C049267,49,Female,West,64,Basic,8.52,2,0,07-12-2023,102.24,2023,5-10 yr,Q1 low
C049268,23,Non-binary,North,120,Basic,19.19,2,0,21-04-2021,230.28,2021,5-10 yr,Q2
C049269,39,Female,East,78,Basic,7.8,1,0,28-10-2019,93.6,2019,5-10 yr,Q1 low
C049270,21,Male,Central,33,Basic,6.92,1,0,20-04-2023,83.04,2023,2-5 yr,Q1 low
C049271,18,Male,South,70,Basic,12.77,3,0,26-07-2022,153.24,2022,5-10 yr,Q1 low
C049272,25,Male,West,107,Standard,28.77,0,1,19-02-2023,345.24,2023,5-10 yr,Q3
C049273,40,Male,Central,77,Standard,23.6,1,0,23-09-2022,283.2,2022,5-10 yr,Q2
C049274,18,Male,East,120,Standard,30.32,3,0,02-03-2020,363.84,2020,5-10 yr,Q3
C049275,36,Male,East,84,Premium,56.44,1,0,12-07-2024,677.28,2024,5-10 yr,Q4 high
C049276,41,Male,West,112,Standard,19.24,0,0,27-09-2024,230.88,2024,5-10 yr,Q2
C049277,20,Female,Central,71,Basic,19.29,1,0,07-10-2022,231.48,2022,5-10 yr,Q2
C049278,19,Male,West,94,Premium,57.25,1,0,19-09-2020,687,2020,5-10 yr,Q4 high
C049279,39,Prefer not to say,Central,63,Premium,93.65,1,0,07-03-2020,1123.8,2020,5-10 yr,Q4 high
C049280,34,Male,South,114,Basic,14.8,0,1,01-01-2021,177.6,2021,5-10 yr,Q1 low
C049281,38,Female,East,77,Premium,76.28,0,0,23-06-2022,915.36,2022,5-10 yr,Q4 high
C049282,36,Female,West,50,Standard,37.11,1,0,29-04-2024,445.32,2024,2-5 yr,Q3
C049283,46,Male,East,70,Standard,20.74,1,0,18-04-2021,248.88,2021,5-10 yr,Q2
C049284,42,Male,East,109,Standard,15.98,1,1,03-12-2024,191.76,2024,5-10 yr,Q2
C049285,40,Male,East,80,Basic,18.61,2,0,06-04-2023,223.32,2023,5-10 yr,Q2
C049286,42,Female,South,10,Basic,5.21,3,0,04-06-2024,62.52,2024,6-12 mo,Q1 low
C049287,32,Female,South,116,Premium,37.45,2,1,20-10-2023,449.4,2023,5-10 yr,Q3
C049288,30,Female,South,28,Basic,16.13,1,0,23-04-2024,193.56,2024,2-5 yr,Q2
C049289,48,Male,North,48,Basic,14.74,1,0,16-03-2023,176.88,2023,2-5 yr,Q1 low
C049290,35,Male,North,27,Basic,15.36,2,0,18-03-2025,184.32,2025,2-5 yr,Q1 low
C049291,36,Female,North,35,Premium,95.49,1,0,14-12-2024,1145.88,2024,2-5 yr,Q4 high
C049292,37,Female,South,1,Basic,12.34,0,1,04-01-2021,148.08,2021,0-6 mo,Q1 low
C049293,29,Male,West,14,Standard,27.59,1,0,18-05-2019,331.08,2019,1-2 yr,Q3
C049294,21,Male,West,14,Basic,5.82,1,1,04-03-2019,69.84,2019,1-2 yr,Q1 low
C049295,27,Male,Central,80,Basic,5.44,3,0,06-06-2022,65.28,2022,5-10 yr,Q1 low
C049296,36,Female,West,113,Standard,21.02,2,0,05-02-2021,252.24,2021,5-10 yr,Q2
C049297,32,Male,East,112,Standard,25.9,4,0,30-06-2019,310.8,2019,5-10 yr,Q3
C049298,21,Female,South,39,Basic,7.34,2,0,21-05-2020,88.08,2020,2-5 yr,Q1 low
C049299,34,Female,South,58,Standard,34.23,2,0,06-02-2024,410.76,2024,2-5 yr,Q3
C049300,25,Male,West,52,Standard,29.97,2,0,21-06-2020,359.64,2020,2-5 yr,Q3
C049301,40,Female,East,28,Basic,13.14,2,0,23-03-2020,157.68,2020,2-5 yr,Q1 low
C049302,23,Female,East,35,Basic,15.72,0,0,24-07-2022,188.64,2022,2-5 yr,Q2
C049303,21,Male,East,30,Premium,86.73,1,0,04-10-2020,1040.76,2020,2-5 yr,Q4 high
C049304,18,Male,North,74,Standard,30.1,5,0,04-12-2023,361.2,2023,5-10 yr,Q3
C049305,31,Male,West,110,Standard,35.33,2,0,16-09-2023,423.96,2023,5-10 yr,Q3
C049306,21,Male,East,97,Premium,73.21,4,0,06-04-2023,878.52,2023,5-10 yr,Q4 high
C049307,38,Male,Central,68,Basic,14.46,3,0,23-02-2025,173.52,2025,5-10 yr,Q1 low
C049308,35,Non-binary,South,113,Premium,86.32,0,0,03-07-2021,1035.84,2021,5-10 yr,Q4 high
C049309,39,Male,East,3,Standard,18.3,2,0,10-03-2023,219.6,2023,0-6 mo,Q2
C049310,44,Male,South,31,Premium,47.5,0,0,13-10-2022,570,2022,2-5 yr,Q3
C049311,25,Female,West,111,Standard,21.62,3,0,16-10-2021,259.44,2021,5-10 yr,Q2
C049312,41,Male,North,49,Basic,15.16,1,0,09-11-2024,181.92,2024,2-5 yr,Q1 low
C049313,25,Male,West,21,Standard,28.18,1,0,02-11-2021,338.16,2021,1-2 yr,Q3
C049314,44,Male,Central,31,Standard,38.35,1,0,09-11-2022,460.2,2022,2-5 yr,Q3
C049315,45,Female,North,111,Standard,17.62,1,0,01-03-2024,211.44,2024,5-10 yr,Q2
C049316,30,Non-binary,West,117,Standard,35.65,2,0,16-01-2020,427.8,2020,5-10 yr,Q3
C049317,18,Female,Central,65,Basic,18.85,0,0,14-11-2019,226.2,2019,5-10 yr,Q2
C049318,32,Male,North,33,Premium,41.31,1,,22-09-2022,495.72,2022,2-5 yr,Q3
C049319,41,Female,Central,117,Premium,44.93,1,0,07-04-2022,539.16,2022,5-10 yr,Q3
C049320,31,Female,East,56,Premium,44.22,0,0,09-06-2021,530.64,2021,2-5 yr,Q3
C049321,31,Male,East,29,Standard,30.32,0,0,01-09-2022,363.84,2022,2-5 yr,Q3
C049322,36,Male,Central,56,Standard,31.5,0,0,20-08-2020,378,2020,2-5 yr,Q3
C049323,18,Non-binary,North,57,Premium,79.45,1,1,06-01-2021,953.4,2021,2-5 yr,Q4 high
C049324,35,Female,West,12,Standard,34.98,0,0,23-06-2025,419.76,2025,6-12 mo,Q3
C049325,47,Male,South,72,Basic,17.05,1,0,14-11-2024,204.6,2024,5-10 yr,Q2
C049326,24,Non-binary,West,41,Standard,20.13,0,0,07-05-2020,241.56,2020,2-5 yr,Q2
C049327,18,Male,Central,22,Basic,8.66,2,0,15-01-2019,103.92,2019,1-2 yr,Q1 low
C049328,58,Female,North,4,Premium,70.7,0,0,29-08-2021,848.4,2021,0-6 mo,Q4 high
C049329,46,Female,East,100,Standard,22.79,3,0,13-07-2024,273.48,2024,5-10 yr,Q2
C049330,44,Female,East,98,Basic,17.14,0,1,24-06-2025,205.68,2025,5-10 yr,Q2
C049331,42,Female,West,2,Basic,15.54,1,1,25-04-2020,186.48,2020,0-6 mo,Q2
C049332,42,Female,West,80,Standard,30.5,1,1,16-01-2020,366,2020,5-10 yr,Q3
C049333,33,Male,North,2,Basic,17.53,2,0,31-12-2024,210.36,2024,0-6 mo,Q2
C049334,37,Male,East,114,Premium,59.66,4,0,25-02-2019,715.92,2019,5-10 yr,Q4 high
C049335,33,Female,East,104,Premium,62.23,2,0,16-09-2020,746.76,2020,5-10 yr,Q4 high
C049336,36,Male,East,37,Premium,99.21,0,0,10-06-2023,1190.52,2023,2-5 yr,Q4 high
C049337,36,Female,South,80,Premium,56.15,1,0,26-03-2019,673.8,2019,5-10 yr,Q4 high
C049338,39,Female,South,20,Basic,18.93,2,0,05-07-2022,227.16,2022,1-2 yr,Q2
C049339,41,Male,Central,54,Premium,85.36,3,0,27-03-2020,1024.32,2020,2-5 yr,Q4 high
