Customer_ID,Churn_Flag,Exit_Reason_Text
C054892,1,"integrations with other tools were limited and brittle Additionally, support response times were slow during critical issues competitors offered a similar plan at a lower monthly rate Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C079853,1,"key features were missing for my workflow and team Additionally, sync jobs failed randomly and required manual reruns discounts were inconsistent and the renewal price surprised me Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C049969,1,initial setup was complicated and
C017012,1,"sync jobs failed randomly and required manual reruns Additionally, after piloting, the outcomes did not justify the cost pricing felt too high for the features I actually used Additionally, training resources were generic and not role specific friends recommended another tool with simpler workflows Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C077564,1,"I needed proactive guidance but only received scripted replies Additionally, training resources were generic and not role specific they had a more flexible contract and transparent billing Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C057014,1,"account migration from our old system had errors Additionally, they had a more flexible contract and transparent billing they had a more flexible contract and transparent billing Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C063274,0,"my tickets stayed open for weeks without clear updates Additionally, I needed proactive guidance but only received scripted replies the ROI for our team was unclear and hard to measure Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C016045,1,"they had a more flexible contract and transparent billing Additionally, downtimes happened right before our deliverables reports took too long to generate for leadership meetings Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C081441,1,"reports took too long to generate for leadership meetings Additionally, page load times increased significantly during peak hours integrations with other tools were limited and brittle Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C068250,1,"I needed proactive guidance but only received scripted replies Additionally, discounts were inconsistent and the renewal price surprised me we could not secure budget for the next cycle Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C003362,1,"pricing felt too high for the features I actually used Additionally, friends recommended another tool with simpler workflows handoffs between agents made me repeat the same details Additionally, key features were missing for my workflow and team we got a bundled offer that included priority support Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C039005,1,discounts were inconsistent and the renewal
C082800,,"competitors offered a similar plan at a lower monthly rate Additionally, friends recommended another tool with simpler workflows friends recommended another tool with simpler workflows Additionally, integrations with other tools were limited and brittle we used only a small subset of the product capabilities Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C064614,1,"friends recommended another tool with simpler workflows Additionally, mobile experience was unreliable and often crashed I needed proactive guidance but only received scripted replies Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C052479,0,"friends recommended another tool with simpler workflows Additionally, initial setup was complicated and poorly documented after piloting, the outcomes did not justify the cost Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C023205,1,"  my tickets stayed open for weeks without clear updates Additionally, we used only a small subset of the product capabilities after piloting, the outcomes did not justify the cost Additionally, the value for money did not feel right after the first few months key features were missing for my workflow and team Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C065662,0,we used only a
C012852,0,"<p>pricing felt too high for the features I actually used Additionally, we got a bundled offer that included priority support handoffs between agents made me repeat the same details Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C094106,1,"reports took too long to generate for leadership meetings Additionally, mobile experience was unreliable and often crashed account migration from our old system had errors Additionally, we could not secure budget for the next cycle after piloting, the outcomes did not justify the cost Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C017735,1,"a competitor offered better analytics and clean dashboards Additionally, initial setup was complicated and poorly documented sync jobs failed randomly and required manual reruns Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C054832,0,"after piloting, the outcomes did not justify the cost Additionally, we got a bundled offer that included priority support key features were missing for my workflow and team Additionally, discounts were inconsistent and the renewal price surprised me page load times increased significantly during peak hours Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C009370,1,"competitors offered a similar plan at a lower monthly rate Additionally, after piloting, the outcomes did not justify the cost downtimes happened right before our deliverables Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025735,Yes,"we used only a small subset of the product capabilities Additionally, mobile experience was unreliable and often crashed I needed proactive guidance but only received scripted replies Additionally, handoffs between agents made me repeat the same details mobile experience was unreliable and often crashed Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C080944,1,"friends recommended another tool with simpler workflows Additionally, pricing felt too high for the features I actually used key features were missing for my workflow and team Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C023021,1,"training resources were generic and not role specific Additionally, I needed proactive guidance but only received scripted replies we could not secure budget for the next cycle Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C022628,1,"support response times were slow during critical issues Additionally, discounts were inconsistent and the renewal price surprised me pricing felt too high for the features I actually used Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C078924,1,"pricing felt too high for the features I actually used Additionally, page load times increased significantly during peak hours downtimes happened right before our deliverables Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C089079,0,"I needed proactive guidance but only received scripted replies Additionally, we used only a small subset of the product capabilities friends recommended another tool with simpler workflows Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C015340,1,"we could not secure budget for the next cycle Additionally, it took weeks before we were confident with the basics I needed proactive guidance but only received scripted replies Additionally, pricing felt too high for the features I actually used competitors offered a similar plan at a lower monthly rate Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C016272,1,"my tickets stayed open for weeks without clear updates Additionally, account migration from our old system had errors friends recommended another tool with simpler workflows Additionally, handoffs between agents made me repeat the same details initial setup was complicated and poorly documented Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C086771,1,"  key features were missing for my workflow and team Additionally, the interface felt cluttered and confusing for new users reports took too long to generate for leadership meetings Additionally, the ROI for our team was unclear and hard to measure it took weeks before we were confident with the basics Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C069316,1,"we used only a small subset of the product capabilities Additionally, we could not secure budget for the next cycle friends recommended another tool with simpler workflows Additionally, I needed proactive guidance but only received scripted replies support response times were slow during critical issues Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C019441,1,—
C091484,1,friends recommended another tool with
C059254,1,"we used only a small subset of the product capabilities Additionally, integrations with other tools were limited and brittle the value for money did not feel right after the first few months Additionally, discounts were inconsistent and the renewal price surprised me we got a bundled offer that included priority support Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C039720,1,"account migration from our old system had errors Additionally, support response times were slow during critical issues support response times were slow during critical issues Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C054067,1,"my tickets stayed open for weeks without clear updates Additionally, competitors offered a similar plan at a lower monthly rate key features were missing for my workflow and team Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C088029,No,"a competitor offered better analytics and clean dashboards Additionally, integrations with other tools were limited and brittle pricing felt too high for the features I actually used Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C090449,Yes,"they had a more flexible contract and transparent billing Additionally, account migration from our old system had errors discounts were inconsistent and the renewal price surprised me Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C027672,1,"pricing felt too high for the features I actually used Additionally, the ROI for our team was unclear and hard to measure initial setup was complicated and poorly documented Additionally, sync jobs failed randomly and required manual reruns we used only a small subset of the product capabilities Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C077892,1,"downtimes happened right before our deliverables Additionally, training resources were generic and not role specific friends recommended another tool with simpler workflows Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C074285,1,"support response times were slow during critical issues Additionally, handoffs between agents made me repeat the same details sync jobs failed randomly and required manual reruns Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C086811,1,"<p>the interface felt cluttered and confusing for new users Additionally, mobile experience was unreliable and often crashed we used only a small subset of the product capabilities Additionally, discounts were inconsistent and the renewal price surprised me support response times were slow during critical issues Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C061081,1,"the interface felt cluttered and confusing for new users Additionally, they had a more flexible contract and transparent billing I needed proactive guidance but only received scripted replies Additionally, reports took too long to generate for leadership meetings friends recommended another tool with simpler workflows Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025498,0,"the interface felt cluttered and confusing for new users Additionally, downtimes happened right before our deliverables pricing felt too high for the features I actually used Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C032140,0,"friends recommended another tool with simpler workflows Additionally, we could not secure budget for the next cycle the interface felt cluttered and confusing for new users Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C019632,0,"pricing felt too high for the features I actually used Additionally, we got a bundled offer that included priority support sync jobs failed randomly and required manual reruns Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C040879,1,<p>discounts were inconsistent and the renewal price</p>
C048763,1,"a competitor offered better analytics and clean dashboards Additionally, reports took too long to generate for leadership meetings sync jobs failed randomly and required manual reruns Additionally, account migration from our old system had errors pricing felt too high for the features I actually used Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C092437,1,N/A
C055722,1,"it took weeks before we were confident with the basics Additionally, mobile experience was unreliable and often crashed integrations with other tools were limited and brittle Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C043858,1,"handoffs between agents made me repeat the same details Additionally, we got a bundled offer that included priority support pricing felt too high for the features I actually used Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C015824,1,"key features were missing for my workflow and team Additionally, sync jobs failed randomly and required manual reruns we got a bundled offer that included priority support Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C033993,1,"after piloting, the outcomes did not justify the cost Additionally, initial setup was complicated and poorly documented integrations with other tools were limited and brittle Additionally, handoffs between agents made me repeat the same details training resources were generic and not role specific Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C032159,1,"after piloting, the outcomes did not justify the cost Additionally, we got a bundled offer that included priority support I needed proactive guidance but only received scripted replies Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C060036,1,"key features were missing for my workflow and team Additionally, sync jobs failed randomly and required manual reruns they had a more flexible contract and transparent billing Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C003821,0,"discounts were inconsistent and the renewal price surprised me Additionally, handoffs between agents made me repeat the same details the ROI for our team was unclear and hard to measure Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C071090,Yes,"key features were missing for my workflow and team Additionally, sync jobs failed randomly and required manual reruns friends recommended another tool with simpler workflows Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C079223,1,"reports took too long to generate for leadership meetings Additionally, training resources were generic and not role specific mobile experience was unreliable and often crashed Additionally, it took weeks before we were confident with the basics handoffs between agents made me repeat the same details Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C048703,1,"they had a more flexible contract and transparent billing Additionally, they had a more flexible contract and transparent billing my tickets stayed open for weeks without clear updates Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C068072,1,"my tickets stayed open for weeks without clear updates Additionally, we got a bundled offer that included priority support key features were missing for my workflow and team Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C026788,1,<p>the ROI for our</p>
C031346,0,"the interface felt cluttered and confusing for new users Additionally, reports took too long to generate for leadership meetings account migration from our old system had errors Additionally, the value for money did not feel right after the first few months we got a bundled offer that included priority support Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C082757,No,"it took weeks before we were confident with the basics Additionally, we used only a small subset of the product capabilities we used only a small subset of the product capabilities Additionally, integrations with other tools were limited and brittle mobile experience was unreliable and often crashed Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C065222,1,"my tickets stayed open for weeks without clear updates Additionally, the ROI for our team was unclear and hard to measure key features were missing for my workflow and team Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C038662,1,"  it took weeks before we were confident with the basics Additionally, the ROI for our team was unclear and hard to measure friends recommended another tool with simpler workflows Additionally, key features were missing for my workflow and team competitors offered a similar plan at a lower monthly rate Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C067243,1,"training resources were generic and not role specific Additionally, it took weeks before we were confident with the basics the interface felt cluttered and confusing for new users Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C076107,1,"reports took too long to generate for leadership meetings Additionally, discounts were inconsistent and the renewal price surprised me I needed proactive guidance but only received scripted replies Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C051722,0,"account migration from our old system had errors Additionally, the value for money did not feel right after the first few months the ROI for our team was unclear and hard to measure Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C082239,,"training resources were generic and not role specific Additionally, we used only a small subset of the product capabilities pricing felt too high for the features I actually used Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C081221,1,"page load times increased significantly during peak hours Additionally, mobile experience was unreliable and often crashed integrations with other tools were limited and brittle Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C076434,1,"my tickets stayed open for weeks without clear updates Additionally, initial setup was complicated and poorly documented pricing felt too high for the features I actually used Additionally, we got a bundled offer that included priority support they had a more flexible contract and transparent billing Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C023425,0,"<p>pricing felt too high for the features I actually used Additionally, the ROI for our team was unclear and hard to measure the ROI for our team was unclear and hard to measure Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C018558,1,we used only a small subset of
C002028,0,"a competitor offered better analytics and clean dashboards Additionally, pricing felt too high for the features I actually used account migration from our old system had errors Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C001933,No,"discounts were inconsistent and the renewal price surprised me Additionally, we got a bundled offer that included priority support training resources were generic and not role specific Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C047521,1,"key features were missing for my workflow and team Additionally, the value for money did not feel right after the first few months the ROI for our team was unclear and hard to measure Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C088714,Yes,"mobile experience was unreliable and often crashed Additionally, pricing felt too high for the features I actually used after piloting, the outcomes did not justify the cost Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C057148,1,"key features were missing for my workflow and team Additionally, we used only a small subset of the product capabilities page load times increased significantly during peak hours Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C022570,0,"sync jobs failed randomly and required manual reruns Additionally, page load times increased significantly during peak hours handoffs between agents made me repeat the same details Additionally, pricing felt too high for the features I actually used key features were missing for my workflow and team Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C068870,1,na
C068287,1,"sync jobs failed randomly and required manual reruns Additionally, key features were missing for my workflow and team training resources were generic and not role specific Additionally, key features were missing for my workflow and team key features were missing for my workflow and team Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C053868,1,—
C078272,1,"downtimes happened right before our deliverables Additionally, mobile experience was unreliable and often crashed competitors offered a similar plan at a lower monthly rate Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C039741,0,"my tickets stayed open for weeks without clear updates Additionally, a competitor offered better analytics and clean dashboards initial setup was complicated and poorly documented Additionally, my tickets stayed open for weeks without clear updates key features were missing for my workflow and team Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C030390,1,"account migration from our old system had errors Additionally, they had a more flexible contract and transparent billing handoffs between agents made me repeat the same details Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C042708,0,"competitors offered a similar plan at a lower monthly rate Additionally, training resources were generic and not role specific I needed proactive guidance but only received scripted replies Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C087379,1,"the value for money did not feel right after the first few months Additionally, friends recommended another tool with simpler workflows downtimes happened right before our deliverables Additionally, mobile experience was unreliable and often crashed handoffs between agents made me repeat the same details Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C014248,1,"account migration from our old system had errors Additionally, the value for money did not feel right after the first few months downtimes happened right before our deliverables Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C035779,Yes,"page load times increased significantly during peak hours Additionally, we could not secure budget for the next cycle support response times were slow during critical issues Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C050311,1,"downtimes happened right before our deliverables Additionally, friends recommended another tool with simpler workflows it took weeks before we were confident with the basics Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C001258,1,"my tickets stayed open for weeks without clear updates Additionally, pricing felt too high for the features I actually used a competitor offered better analytics and clean dashboards Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C088387,1,"the ROI for our team was unclear and hard to measure Additionally, handoffs between agents made me repeat the same details the interface felt cluttered and confusing for new users Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C020689,1,"discounts were inconsistent and the renewal price surprised me Additionally, competitors offered a similar plan at a lower monthly rate I needed proactive guidance but only received scripted replies Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C032801,1,"page load times increased significantly during peak hours Additionally, they had a more flexible contract and transparent billing we could not secure budget for the next cycle Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C074609,1,"it took weeks before we were confident with the basics Additionally, pricing felt too high for the features I actually used support response times were slow during critical issues Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C000213,1,"the ROI for our team was unclear and hard to measure Additionally, initial setup was complicated and poorly documented the value for money did not feel right after the first few months Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C067397,1,"after piloting, the outcomes did not justify the cost Additionally, mobile experience was unreliable and often crashed the value for money did not feel right after the first few months Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C065983,1,"I needed proactive guidance but only received scripted replies Additionally, they had a more flexible contract and transparent billing it took weeks before we were confident with the basics Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C016176,0,"we used only a small subset of the product capabilities Additionally, page load times increased significantly during peak hours my tickets stayed open for weeks without clear updates Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C044434,1,"key features were missing for my workflow and team Additionally, reports took too long to generate for leadership meetings I needed proactive guidance but only received scripted replies Additionally, my tickets stayed open for weeks without clear updates a competitor offered better analytics and clean dashboards Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C022959,0,"a competitor offered better analytics and clean dashboards Additionally, integrations with other tools were limited and brittle discounts were inconsistent and the renewal price surprised me Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C052758,1,"I needed proactive guidance but only received scripted replies Additionally, we got a bundled offer that included priority support discounts were inconsistent and the renewal price surprised me Additionally, training resources were generic and not role specific training resources were generic and not role specific Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C052346,1,na
C088076,1,"discounts were inconsistent and the renewal price surprised me Additionally, support response times were slow during critical issues reports took too long to generate for leadership meetings Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C070322,1,"it took weeks before we were confident with the basics Additionally, page load times increased significantly during peak hours key features were missing for my workflow and team Additionally, a competitor offered better analytics and clean dashboards discounts were inconsistent and the renewal price surprised me Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C042566,1,"<p>key features were missing for my workflow and team Additionally, handoffs between agents made me repeat the same details my tickets stayed open for weeks without clear updates Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C061551,1,"the interface felt cluttered and confusing for new users Additionally, I needed proactive guidance but only received scripted replies I needed proactive guidance but only received scripted replies Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C053059,1,"support response times were slow during critical issues Additionally, integrations with other tools were limited and brittle discounts were inconsistent and the renewal price surprised me Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C057200,0,"initial setup was complicated and poorly documented Additionally, reports took too long to generate for leadership meetings sync jobs failed randomly and required manual reruns Additionally, handoffs between agents made me repeat the same details the value for money did not feel right after the first few months Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025264,0,"integrations with other tools were limited and brittle Additionally, it took weeks before we were confident with the basics sync jobs failed randomly and required manual reruns Additionally, mobile experience was unreliable and often crashed I needed proactive guidance but only received scripted replies Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C058122,1,"after piloting, the outcomes did not justify the cost Additionally, the interface felt cluttered and confusing for new users support response times were slow during critical issues Additionally, account migration from our old system had errors it took weeks before we were confident with the basics Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C094267,1,"a competitor offered better analytics and clean dashboards Additionally, page load times increased significantly during peak hours the ROI for our team was unclear and hard to measure Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C059276,0,NULL
C059296,0,"reports took too long to generate for leadership meetings Additionally, key features were missing for my workflow and team mobile experience was unreliable and often crashed Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C038281,0,"discounts were inconsistent and the renewal price surprised me Additionally, we used only a small subset of the product capabilities it took weeks before we were confident with the basics Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C043050,1,"a competitor offered better analytics and clean dashboards Additionally, mobile experience was unreliable and often crashed reports took too long to generate for leadership meetings Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C016898,1,"we got a bundled offer that included priority support Additionally, the interface felt cluttered and confusing for new users it took weeks before we were confident with the basics Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C038860,1,—
C021863,0,"pricing felt too high for the features I actually used Additionally, it took weeks before we were confident with the basics account migration from our old system had errors Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C055183,0,"the value for money did not feel right after the first few months Additionally, a competitor offered better analytics and clean dashboards page load times increased significantly during peak hours Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C037621,1,"<p>it took weeks before we were confident with the basics Additionally, a competitor offered better analytics and clean dashboards I needed proactive guidance but only received scripted replies Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C075285,1,"a competitor offered better analytics and clean dashboards Additionally, we could not secure budget for the next cycle training resources were generic and not role specific Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
