Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date
C036780,40,Male,East,104,Standard,21.88,1,0,06-11-2023
C036781,35,M,South,95, pro ,₹17.63,0,0,30-07-2019
C036782,37,male,East,7,Premium,41.51,1,0,28-09-2023
C036783,50,Male,CENTRAL,89,Standard,27.34,0,0,19-10-2024
C036784,49,Male,Central,98,Standard,23.84,0,Yes,31-07-2019
C036785,20,Female,South,77,Enterprise,₹161.88,3,Yes,29-08-2020
C036786,39,Male,North,92,Standard,16.14,0,Yes,06-05-2019
c036787,51,Female,North,75,Standard,₹33.16,0,0,06-02-2019
C036788,35,Female,Central,25,Standard,₹35.82,0,0,01-01-2025
C036789,34,Prefer not to say,Sth,35,Standard,38.6,0,0,02-11-2023
C036790,34,Female,N/A,93,basic,15.23,2,0,19-02-2020
C036791,52, Male  ,East,51,Premium,38.84,1,0,14-04-2022
C036792,24,Female,Wst,99,mid,18.01,2,0,22-03-2024
C036793,38,Female,   West ,14,STD,15.98,2,Yes,21-11-2021
C036794,28,F,South,9,Standard,17.3,2,0,18-09-2020
C036795,18,Male,Nrt,113,gold,₹59.99,1,0,15-04-2025
C036796,18,Female,South,108,Standard,39.43,0,0,19-11-2021
C036797,39,Female,South,4,mid,39.23,1,0,31-10-2024
C036798,21,male,West,72,mid,18.2,1,0,13-11-2020
C036799,55,FEMALE,North,44,Basic,11.66,2,0,16-11-2019
C036800,28,Male,North,110,Corporate,₹142.44,4,Yes,07-03-2019
C036801,27,Female,Central,79,Basic,9.87,2,0,20-04-2022
C36802 ,33,Male,Central,44, pro ,32.36,2,0,25-07-2025
C036803,33,MALE ,East,36,gold,53.27,1,0,26-08-2025
C036804,31,F,North,4,mid,20.7,1,0,22-12-2024
C036805,18,Male,West,76,Enterprise,110.55,3,0,28-04-2025
C036806,36, fem ,South,52,Basic,16.53,1,0,06-06-2022
C036807,32,Male,Est,12,Basic,18.43,1,0,14-12-2023
C036808,26,Male,East,88, pro ,23.6,3,0,13-02-2024
C036809,36,Male,NORTH,21,Basic,16.44,0,0,15-09-2023
C036810,57,Non-binary,West,66,Basic,13.2,1,0,02-09-2022
C036811,58,Female,Central,48,Basic,6.56,0,1,02-01-2025
C036812,54,M,South,112,STD,24.17,1,0,25-07-2020
C036813,28, fem ,North,38,Premium,57.41,0,0,08-01-2023
C036814,34,Female,WEST,78,Standard,30.55,1,0,09-01-2021
C036815,43,Female,CENTRAL,11,Premium,70,0,0,31-01-2023
C036816,32,Female,North,108,Standard,25.74,4,0,27-03-2024
C036817,31,Male,West,54,Standard,38.76,1,0,20-12-2021
C036818,40,Male,East,36,Basic,11.83,1,0,08-06-2019 00:00
C036819,36,Male,North,17,Premium,67.14,2,0,04-03-2019
C036820,35,Male,   West ,35,Standard,25.4,2,0,08-02-2021
C036821,34,Male,West,78,PRM,71.84,2,0,03-09-2020
C036822,54,Female,NORTH,28,Standard,25.3,1,,09-12-2021
C036823,27,Female,West,109,Basic,11.16,0,1,29-10-2021
C036824,34,Male,South,110, pro ,15.01,0,1,19-07-2020
C036825,39,Male,North,54,Basic,17.04,2,0,11-03-2020
C036826,36,Prefer not to say,East,65,starter,9.45,0,0,29-11-2020
C036827,45,Female,West,2, pro ,25.02,2,1,24-03-2019
C036828,44,Female,East,53, pro ,21.5,1,0,20-01-2022
C036829,25,male,South,40,standard,₹25.13,2,0,23-10-2020
C036830,25,Female,South,56,ENT,198.57,1,0,21-03-2023
C036831,42,Female,South,81,Premium,43.86,1,0,20-11-2021
C036832,21,Male,North,115,Basic,19,3,0,05-08-2022
C036833,48,Male,South,44, Basic  ,5.94,2,0,21-04-2020
C036834,37,Female,Central,22,Basic,6.98,1,0,08-04-2019
C036835,26,Female,Central,118,Basic,₹7.51,3,Yes,09-11-2023
C036836,35,female,North,23,Basic,19.22,4,0,18-10-2023
C036837,22,Non-binary, South,61,Premium,37.23,1,No,08-03-2025
C036838,38,Male,North,109,Basic,18.18,2,0,18-05-2019
C036839,45,Female,South,73,Standard,19.51,0,0,13-08-2019
C036840,18,Female,West,69,Basic,₹14.79,1,0,29-10-2022
C036841,54,Female,West,115,starter,9.52,1,0,11-02-2019
C036842,39,Male,North,104, pro ,19.18,4,0,17-06-2025
C036843,36,M,North,34,Standard,33.8,0,0,08-07-2025
C036844,20,Male,East,20,gold,79.23,1,0,08-04-2022
C036845,34,Female,South,111,Standard,21.75,0,0,11-24-2023
C036846,29,Male, South  ,57,Enterprise,93.43,1,0,15-05-2022
C036847,42,Male,South,50,Premium,48.3,3,0,05-04-2024
C036848,41,Female,East,112,Standard,17.38,2,0,19-07-2021
C36849 ,25,Female,West,2,Basic,16.89,2,0,25-11-2021
C036850,31,Female,North,40,Basic,13.54,0,Yes,18-11-2019
C036851,48,Female,West,23,PRM,89.61,2,1,19-08-2022
C036852,34,Male,   West ,63,Basic,8.52,1,1,29-06-2023
C036853,41,Female,Nrt,23,Basic,8.4,0,0,31-07-2019
C036854,37,Male,   West ,29,Standard,38.81,1,0,17-01-2020
C036855,46,Female,East,26, Standard  ,38.75,1,0,08-20-2022
C036856,40,Male,WEST,40,Basic,12.89,2,0,01-02-2025
C036857,31,Female,South,114,Basic,19.61,1,0,07-09-2023
C036858,27,FEMALE,South,81,STD,16.76,0,0,21-08-2020
C036859,43,Male,North,23,Standard,39.15,1,1,14-08-2021
C36860 ,47,Non-binary,Est,10,Premium,35.04,1,0,19-07-2019
C036861,28,Male,Nrt,52,Basic,6.92,0,1,07-08-2022
C036862,55, m ,North,44,Premium,53.84,1,0,20-10-2020
C036863,21,Male, South,16,Standard,17.57,1,0,08-11-2023
C036864,36,Female,Ctr,106,Standard,15.52,0,0,19-01-2023
C036865,32,FEMALE,Central,73,Basic,10.82,2,Yes,13-01-2023
C036866,42,Male,EAST,72,Standard,37.36,0,0,04-01-2024
C036867,38,Female,West,115,Basic,15.55,1,0,29-05-2024
C036868,44,F,Wst,6,starter,15.18,2,0,18-07-2023
C036869,42,FEMALE,East,16,Basic,7.93,1,0,18-02-2019
C036870,30,Prefer not to say,Wst,112,Premium,₹63.20,3,0,20-03-2025
C036871,34,Male,Central-,79,Basic,16.55,0,0,29-03-2025
C036872,45,Male,Central,80,Premium,71.62,2,0,06-07-2019
C036873,40,Female,West,111,entry,9.49,2,1,13-08-2021
C036874,38,Male,South,63,Standard,35.73,1,0,08-11-2020
C036875,55,Male,South,65,starter,18.86,4,0,19-05-2023
C036876,42,Non-binary,North,14,Basic,15.86,1,0,13-01-2024
C036877,32,FEMALE,South,68,Basic,9.16,3,0,28-06-2022
C036878,18,Male,West,30,Basic,5.48,0,0,20-05-2022
C036879,23,Male,West,-45,Basic,11.97,1,0,13-11-2024
C036880,24,Female,North  ,59,Standard,33.3,1,0,23-04-2024
C036881,43,Male,West,14,Premium,42.08,2,0,02-08-2025 00:00
C036882,35,Male,North,16,Basic,5.27,2,Yes,23-07-2020
C036883,42,male,East,94,Basic,8.55,1,1,17-04-2023
C036884,30,Male,Sth,31,Basic,16.67,1,1,30-12-2023
C036885,47,Non-binary,SOUTH,19,Basic,17.27,1,0,12-05-2021
C036886,23,Female,North,55,Premium,96.16,0,0,21-06-2023
C036887,38,Female,South,4,Premium,95.97,1,1,07-02-2021
C036888,32,Female,North,119,Standard,18.59,2,0,30-08-2019
C036889,18,Female,Central,66,Basic,12.31,1,0,26-10-2019 00:00
C036890,43,Male,West,17,Basic,5.9,5,0,18-12-2024
C036891,27, fem ,South,68,Premium,54.37,2,0,26-04-2025
C036892,42,Female,NORTH,113,Basic,5.49,2,0,14-07-2025
C036893,42,Male,West,77,entry,11.42,0,1,29-11-2020
C036894,30,Male,North,76,Basic,14.64,1,0,01-06-2025
C036895,32, Male  ,West,2,Standard,22.86,0,0,15-02-2022
C036896,39,Male,Central,84,Premium,53.39,0,0,01-02-2019
C036897,38,Male,East,21,Standard,22.8,2,0,31-07-2020
C036898,38,Male,East,37,basic,5.05,1,0,19-07-2020
C036899,30,Female,West,93,Standard,23.81,0,0,19-05-2019
C036900,28,Male,EAST,5,Standard,₹19.46,1,0,11-06-2022
C036901,37,male,East,82,Premium,81.27,1,0,15-01-2023
C036902,33,Female,Central,6,Premium,89.44,2,1,26-02-2025
C036903,24,F,Est,70,Standard,23.7,0,0,11-02-2021 00:00
C036904,25,Female,Central,20,Basic,13.99,2,0,21-06-2024
C036905,0,Male,North,8,Basic,13.61,1,0,08-09-2021
C036906,28,Female,West,116,Basic,12.95,1,0,21-02-2024
C036907,30,Non Binary,West,16,starter,19.12,2,1,12-02-2019
C036908,43,Female,West,110,Basic,7.64,1,1,25-06-2025
C036909,24,Male,East,38,basic,11.23,0,0,30-04-2022
C036910,28,Male,Nrt,87,Standard,38.92,2,,15-03-2024
C036911,34,Male,South,38,gold,59.04,2,0,19-02-2022
C036912,23, fem ,North,43,Standard,24.79,3,0,14-09-2019
C036913,33,Male,West,64,Basic,14.12,1,0,26-11-2024
C036914,31,Non Binary,North,20,Premium,90.44,3,0,28-03-2021
C036915,47,Male,East,28,Standard,₹37.43,0,0,27-09-2021
C036916,28,FEMALE,South,53, pro ,17.88,1,0,05-08-2020
C036917,18,Female,Sth,27,Standard,26.87,2,0,10-12-2021
C036918,18,Female,North,17,Standard,19.32,1,0,27-03-2019
C036919,39,Female,West,6,gold,95.8,2,0,05-07-2021
C036920,21,Female,South,20,Standard,37.02,0,0,12-06-2023
C036921,52,Female,WEST,98,Premium,54.69,2,No,16-01-2025
C036922,35,Female,East,6,STD,₹28.29,1,0,11-12-2019
C036923,44,Female,South,89,Basic,12.59,1,0,03-03-2023
C036924,36,Male,East,7,Premium,49.46,3,0,09-02-2022
C036925,30,F,East,103,Premium,65.7,2,0,31-12-2026
C036926,32,Male,Central,41,Standard,31.92,4,0,23-03-2021
C036927,20,Female,North  ,79,Premium,70.39,1,0,16-09-2021
C036928,40,Male,SOUTH,109,Basic,12.92,3,0,27-05-2021
C036929,25, m ,East,110,Standard,₹22.71,0,Yes,17-12-2024
C036930,35,Female,North,111,Standard,33.31,3,0,23-02-2021
C036931,35,Male,East,93,Standard,₹22.84,1,0,28-12-2024
C036932,28,Female,East,101,Basic,9.75,3,No,26-11-2021
C036933,42, Female  ,Central,2,Basic,19.1,1,1,28-06-2024
C036934,38,Male,South,46,Premium,50.1,2,1,27-07-2024
C036935,34,Male,East,114,Premium,60.35,1,0,14-06-2019 00:00
C036936,36,Female,Central,16,Basic,8.3,1,0,29-07-2022
C036937,29,Male,Central,20,Premium,60.15,2,0,23-06-2022
C036938,34, Female  ,North,82,Premium,₹73.64,3,Yes,06-06-2022
C036939,35,Female,Central,101,Standard,28.04,1,1,21-09-2020
C036940,28,Male,South,104,mid,19.16,2,0,24-01-2023
C036941,36,nonbinary,South,61,Basic,19.16,3,0,08-02-2023
C036942,44,Female,East,59,Standard,20.77,1,0,24-09-2022
C036943,30,Female,East,24,entry,15.35,1,0,10-03-2019
C036944,28,Male,SOUTH,2,starter,₹17.50,0,0,18-10-2022
C036945,37,Male,East,62,Standard,38.91,1,1,12-10-2024
C036946,49,female,North,36,Basic,₹19.58,1,1,02-04-2025
C036947,30,FEMALE, South,37,Premium,52.49,0,0,09-05-2025
C036948,32,Male,South,72, Basic  ,15.4,0,0,03-06-2020
C036949,32,Male,Central,65,Basic,9.04,0,0,05-03-2024
C036950,25,Female,North,18,Basic,15.32,3,0,18-02-2021
C036951,38,Male,South,95,Enterprise,92.97,3,0,16-12-2021
C036952,21,F,South,115,Premium,69.09,1,0,16-11-2021
C036953,44,Female,Central,48,Premium,72,4,0,19-09-2021
C036954,33,Female,Central,85,Enterprise,139.8,1,0,14-09-2019
C036955,32,Female,South,48,Basic,17.32,2,0,24-07-2024
C036956,42,Male,East,6,PRM,61.68,0,0,31-05-2020
C036957,19,Male,East,89,Standard,27.56,3,0,01-08-2020
C036958,44, m ,East,95,Premium,62.06,3,0,05-08-2021
C036959,37,Male,North,86,standard,₹19.00,2,1,07-16-2021
C036960,30,Female,East,81,Standard,23.02,1,0,16-12-2024
C036961,27, Male  ,South,106,Premium,75.93,0,0,17-08-2023
C036962,53,Female,East,42,Basic,19.36,1,0,14-09-2022
C036963,26,Female,North,16,Basic,17.96,0,1,27-12-2023
C036964,43,Male,South,87,Basic,6.82,1,0,11-01-2024
C036965,31,Male,South,72,Standard,₹28.13,0,No,22-08-2023
C036966,50,Male,East,114,Basic,10.91,1,1,23-04-2022
C036967,40,Male,North,64,Premium,73.55,0,0,22-12-2022
C036968,32,Male,West,18,Standard,27.61,1,Yes,19-03-2020
C036969,34,Male,South,114,Basic,7.76,2,0,01-07-2019
C036970,29,Female,Central,34,BASIC,5.97,0,0,06-09-2020
C036971,53,Female,South,10,Premium,52.73,2,No,08-06-2022
C036972,19,Male,NORTH,325,Premium,₹81.04,2,0,24-06-2021
C036973,18,Male,North,1,Basic,5.32,1,No,31-10-2021
C036974,36,female,   West ,61,STD,28.64,0,Yes,11-02-2025
C036975,38,Female,East,46,Standard,16.22,2,0,01-28-2023
C036976,34,MALE ,West,21, pro ,24.01,2,0,27-04-2020
C036977,27,Female,Central,2,Standard,28.32,0,No,26-08-2019
C036978,49,female,South,14,Basic,16.67,0,0,04-08-2023
C036979,45,Male,West,105,Premium,₹99.22,1,0,20-09-2022
C036980,44,Male,West,41,Standard,34.83,2,0,08-08-2024
C036981,28,Female,North,109,Standard,24.48,3,0,31-01-2023
C036982,32,Male,Central,103,Standard,27.56,2,0,20-03-2021
C036983,41,male,Wst,75,Standard,34.4,0,1,04-11-2023
C036984,37,MALE ,North,87,Premium,₹58.67,5,0,13-07-2022
C036985,32, fem ,Central,66, pro ,39.83,0,0,12-09-2019
C036986,39,Prefer not to say,Est,9,Enterprise,203.23,0,0,31-10-2020
C036987,51, fem ,North,94,Basic,6.51,1,0,03-03-2020
C036988,32,Male,East,28,Premium,42.52,2,0,15-12-2022
C036989,49,Male,South,58,standard,32.48,2,1,12-02-2019
C036990,43,Female,West,88,Basic,14.04,2,0,13-12-2023
C036991,28, fem ,West,46,Basic,12.04,1,1,28-08-2019
C036992,18,Female,West,74,starter,15.21,0,0,03-09-2021
C036993,40,Male,North,98, Standard  ,21.8,2,0,10-03-2025
C036994,37,female,Est,110,Premium,62.27,1,0,13-07-2021
C036995,37,MALE ,West,92,entry,6.33,3,0,15-04-2023
C036996,37, fem ,East,35,Basic,₹9.50,3,1,26-11-2024
C036997,18,Male,South,30,Premium,64.78,1,1,26-09-2020
C036998,37,F,North,1,Premium,₹47.47,1,Yes,08-09-2019
C036999,28,Female,Nrt,13,Basic,17.2,2,0,04-11-2019
C037000,40,Male,South,37,Basic,19.1,0,0,15-09-2021
C037001,33, m ,Est,48,Premium,62.27,0,0,12-01-2023
C037002,26,Non-binary,East,95,Basic,18.71,1,0,13-08-2021
C037003,49,Male,East,71,Standard,36.34,1,0,23-12-2020
C037004,35,Male,South,24, Basic  ,17.44,0,0,07-01-2025
C037005,45,Female,West,94,Basic,9.45,2,No,13-10-2021
C037006,45,FEMALE,West,117,Basic,7.24,2,0,05-06-2025
C037007,35, m ,SOUTH,26,Basic,9.67,1,1,28-09-2022
C037008,24,Female,North,86, pro ,27.38,0,0,15-02-2023
C037009,46,Non-binary,SOUTH,81,mid,19.13,0,Yes,26-08-2025
C037010,21,Male,Nrt,92,Premium,61.93,1,0,16-05-2025
C037011,32,Female,North,10,entry,16.42,4,0,10-07-2021
C037012,38,Female,North,95,premium,76.98,1,0,19-01-2022
C037013,27,Female,Central,23,Basic,10,0,1,04-11-2022
C037014,37,MALE ,East,107,Standard,38.08,1,0,24-09-2024 00:00
C037015,29,MALE ,South,19,Premium,46.56,4,0,04-10-2022
C037016,28,Female,West,42,Basic,15.47,1,0,16-08-2025
c037017,24,Male,North,29,Standard,23.66,2,0,25-04-2023
C037018,45,Female,Ctr,36,BASIC,7.54,0,0,22-11-2020
C037019,28, m ,South,11,Enterprise,114.17,1,0,03-08-2024
C037020,37,Female,West,55,Basic,10.27,1,0,13-10-2021
C037021,32, fem ,West,75,Enterprise,218.77,1,0,31-08-2024
C037022,21,Male,South,17,Premium,84.82,0,0,20-05-2021
C037023,50,Female,East,1,Basic,12.48,1,0,06-03-2021
C037024,29,Male,Nrt,65,Basic,10.96,3,1,26-05-2022
C037025,27,Male,East,107,Premium,₹94.29,1,0,30-08-2021
C037026,35,female,West,41,gold,68.1,0,0,02-05-2021
C037027,40,Male,South,58,Standard,19.05,2,1,19-03-2025
C37028 ,45,F,South,68,Premium,₹41.33,0,0,05-12-2019 00:00
C037029,38,Male,North,44,Basic,13.78,1,Yes,03-10-2020
C037030,20,Male,South,120,premium,58.72,2,0,18-09-2023
C037031,37,Female,East,50,gold,41.22,1,0,20-07-2021
C037032,33,Female,Est,54,Standard,18.69,2,0,14-05-2022
C037033,27,Male,South,84,Basic,16.46,1,0,24-01-2019
C037034,45,Female,Wst,15,Basic,5.44,0,0,29-08-2020
C037035,33,Male,WEST,34,standard,26.93,1,0,02-11-2021
C037036,29,Male,North,7,BASIC,10.56,1,0,11-08-2021
C037037,41,Male,Central,41,Basic,8.81,4,0,02-02-2025
C037038,31,Male,North,117,Premium,81,1,0,12-05-2022
C037039,35,Female,East,80,Corporate,151.58,2,0,09-05-2024
C037040,29,Male,North,102,Basic,15.5,1,0,25-11-2023
C037041,56,Female,South,100,Standard,26.23,1,1,10-06-2020
C037042,37,Male,East,42,Premium,99.33,1,0,19-04-2025
C037043,28, M  ,NORTH,73,Standard,20.22,2,1,21-02-2020
C037044,30,Female,West,53,Basic,5.25,0,No,30-08-2023
C037045,58,Male,West,110,Basic,19.97,1,0,18-06-2019
C037046,31,Male,East,12,Basic,12.13,0,0,27-11-2021
C037047,27,Male,North,10,Premium,77.71,2,No,08-09-2024
C037048,38,Female,North,116,Premium,48.63,1,0,19-12-2020
C037049,49,Non-binary,Nrt,94,Premium,₹78.58,1,No,21-11-2024
C037050,31,Male,North,71,standard,₹21.26,1,0,02-09-2020
C037051,31, fem ,West,47,Standard,26.57,1,Yes,05-11-2024
C037052,32,Female, West  ,88,Premium,₹81.67,2,1,14-07-2024
C037053,38,Female,East,38,Basic,5.09,0,Yes,21-05-2025
C037054,34,Male,West,120, Standard  ,36.19,1,0,03-08-2022
C037055,41,M,Central,4,Basic,10.34,0,No,16-04-2021
C037056,26,Male,Central,92,Enterprise,111.6,2,Yes,27-02-2019
C037057,34,Male, South  ,115,Basic,6.44,1,0,07-11-2020
C037058,19,Female,Nrt,45,Basic,12.18,1,0,19-08-2019
C037059,39,Female,Central,39,Standard,27.55,2,0,10-11-2021
C037060,41,Female,East,75,Premium,36.9,0,0,02-05-2025
C037061,49,Female,West,94,Premium,96.83,0,No,09-11-2022
C037062,37,Female,East,93,Basic,12.72,0,0,19-05-2025
C037063,22,Female,Central,5,Standard,28.05,1,0,04-10-2022
C037064,27, Male  ,West,114,BASIC,12.46,0,0,17-12-2022
C037065,23, Non-binary  ,South,62,Basic,18.93,3,0,02-08-2021
C037066,43, Female  ,East,62,Standard,37.05,0,0,25-04-2020
C037067,35,Female,West,56,Premium,59.82,1,0,08-10-2019
C037068,39,Male,East,77,Basic,15.9,0,1,28-08-2019
C037069,32,Female,East,49,Enterprise,180.13,0,0,05-05-2023
C037070,39, fem ,Central-,58,Standard,30.62,0,0,10-02-2020
C037071,34,Female,South,115,Premium,62.72,1,0,15-03-2023
C037072,33,Female,Central,4,Basic,15.15,1,0,23-12-2021
C037073,38,Male,South,108,Standard,31.92,0,0,09-04-2019
C037074,47,female,East,19, Premium  ,43.47,1,0,27-04-2023 00:00
C037075,45, female  ,NORTH,4,Standard,39.53,0,0,31-12-2024
C037076,18,Female,Central,34,Basic,5.52,1,0,23-08-2023
C037077,0,female,North,39,Premium,92,0,0,11-03-2022
C037078,22,Male,North,60,Standard,₹27.67,0,0,14-04-2022
C037079,18,Female,North  ,24,Basic,19.94,3,0,09-07-2023
C037080,37,Male,South,38,Standard,19.86,2,0,14-07-2023
C037081,26,Female,WEST,24,Basic,₹16.28,2,0,01-02-2023
C037082,39,F,East,8,Premium,₹85.71,0,0,08-06-2019
C037083,32,Male,South,52,Basic,6.13,1,0,15-04-2024
C037084,31,Male,Central,62,Basic,17.69,0,No,13-04-2019
C037085,32,Female,East,5,Standard,21.01,1,1,08-02-2025
C037086,0,Male,North,91,Basic,5.41,4,0,26-08-2020
C037087,28,Female,North,103,starter,6.25,4,0,16-01-2023
C037088,21,Female,Est,101,standard,22.01,1,0,10-04-2022
C037089,52,M,West,62,Premium,41.48,1,0,11-07-2024
C037090,40,Male,North,50,Basic,18.8,0,0,05-06-2024
C037091,28,Male,North,81,Standard,29.66,4,0,27-12-2023
C037092,50,Female,South,17,Basic,₹12.75,0,0,12-11-2022
C037093,37,Female,   West ,13, Basic  ,₹6.00,0,1,04-06-2019
C037094,40,Male,North,68,Basic,11.51,0,0,12-03-2021
C037095,18,Male,EAST,58,Basic,15.13,2,0,17-08-2023
C037096,33,MALE ,North,68,STD,34.81,5,Yes,05-09-2019
C037097,34,Non-binary,Central,17,corp,209.31,1,0,06-11-2023
C037098,37,Female,North,33,Standard,25.21,2,0,13-03-2020
C037099,32,Male,CENTRAL,30,Standard,16.44,1,0,25-09-2024
C037100,47,Female,South,61,Standard,20.43,1,No,05-05-2021
C037101,29,Male,   West ,102,Standard,35.71,2,0,04-06-2025
C037102,21,M,West,60,Standard,16.36,0,0,26-08-2020
C037103,37, fem ,North,29,BASIC,14.49,1,0,31-05-2023
C037104,28,Male,South,21,Basic,14.66,0,1,20-12-2024
C037105,27,Female,North,67,Basic,5.46,3,0,21-05-2024
C037106,23,Male,North,15,Premium,74.45,1,0,21-06-2022
C037107,28,Female,Central,108,corp,110.5,2,0,11-05-2019
C037108,28,Male,South,7,Standard,₹20.70,0,0,04-05-2024
C037109,29,Male,East,57,mid,37.62,1,0,01-05-2025
C037110,41,Prefer not to say,Central,62,Basic,15.49,1,Yes,15-07-2023
C037111,41, m ,South,86,Standard,22.17,1,0,11-01-2019
C037112,33,Male,Central,43,Basic,17.61,0,0,26-06-2020
C037113,19,Male,South,113,Premium,49.58,1,0,19-08-2020
C037114,31, m ,South,97,Standard,₹36.65,0,0,27-03-2019
C037115,36,Male,East,84,Basic,₹15.60,0,0,14-09-2022
C037116,42,Female,West,81,Premium,99.17,2,0,20-08-2020
C037117,47,Female,NORTH,57,Premium,64.91,1,0,12-02-2025
C037118,23,male,North,5,Premium,82.89,2,0,18-10-2022
C037119,32,F,Central,45,Basic,19.9,3,No,15-02-2022
C037120,46,Female,South,57,Standard,32.5,1,0,14-05-2024
C037121,18,F,West,78,Basic,6.97,3,0,23-03-2023
C037122,35, fem ,Central,115,Basic,6.09,2,0,25-02-2023
C037123,42,F,West,108,Basic,19.08,1,No,01-05-2021
C037124,46,Female,Central-,90,Standard,38.48,2,0,04-10-2021
C037125,35, fem ,East,102,Premium,43.57,2,0,21-05-2022
C037126,24,Male,South,80,basic,5.21,3,0,19-11-2021
C037127,33,Male,Central,87,Standard,17.28,0,Yes,09-11-2022
C037128,31, Female  ,West,9,Premium,₹83.89,2,0,19-02-2020
C037129,31,Male,WEST,36,Premium,98.12,2,0,14-07-2019
C037130,43,Female,North,47,Basic,6.34,2,0,27-02-2022
C037131,38,Male,South,40,Premium,47.62,1,0,20-09-2021
C037132,47,Female, Central  ,79,Standard,20.15,0,0,31-12-2021
C037133,48,Male,North  ,71, Standard  ,38.14,1,0,11-09-2024
C037134,25,MALE ,West,38,Standard,37.46,1,0,30-09-2024
C037135,29,Female,Wst,69,Premium,57.77,2,0,01-02-2019
C037136,36,Male,West,55,Basic,16.27,1,1,06-08-2024
C037137,36,Male,East,22,mid,22.08,1,0,21-03-2019
C037138,53,Male,East,75,Basic,13.58,1,0,16-01-2024
C037139,64,Female,North,79,Standard,18.85,1,0,17-07-2023
C037140,39,Female,WEST,9,Basic,11.83,0,0,01-11-2024
C037141,37,Female,West,117,Premium,70.33,1,Yes,07-03-2025
C037142,41,Male,West,52,Standard,37.34,0,1,03-06-2022
C037143,37,Female,North,6,Basic,8.15,1,0,17-04-2019
C037144,47,Male,East,43,mid,₹32.64,1,0,03-12-2021
C037145,38, fem ,East,8,Basic,18.47,0,0,18-11-2024
C037146,37,Male,West,112,Standard,28.84,1,0,16-10-2022
C037147,40,Female,Ctr,113,Premium,36.23,0,0,25-06-2025
C037148,18,FEMALE,Sth,89,starter,18.54,1,0,17-03-2023
C037149,41,Female,Central,42,Basic,5.5,0,0,28-07-2022
C037150,18,Female,South,51,Basic,₹9.17,4,0,20-01-2022
C037151,44,Male,Central,69,Standard,₹16.33,1,0,12-04-2022
C037152,35,Female,Central,97,gold,35.27,1,1,26-05-2019
C037153,36,Female,North,38,Basic,₹16.83,0,0,11-06-2023
C037154,35, Male  ,Central-,29,enterprise,224.39,2,1,09-12-2022
C037155,36, m ,South,113,Basic,15.52,1,1,21-07-2023
C037156,18,Male,West,2,Standard,19.79,0,0,05-23-2021
C037157,29,Female,West,82, Standard  ,39.15,3,0,01-02-2021
C037158,35,Male,West,81,Basic,9.47,0,0,03-02-2023
C037159,33,Non-binary,Central-,109,Premium,83.66,2,0,13-09-2024
C037160,35,Male,East,25,Basic,5.08,1,0,04-07-2020
C037161,22,Male,Central,24,Standard,25.82,2,0,03-06-2020
C037162,21,Female,North  ,29,Standard,34.72,1,0,04-08-2021
C037163,37,Male,South,68,starter,7.76,1,0,18-11-2021
C037164,22,Male,East,120,Premium,69.84,1,0,28-10-2023
C037165,46,MALE ,Central,17,Basic,18.11,1,1,14-07-2021
C037166,27,M,North,89,Standard,31.61,0,1,19-02-2025
C037167,25,Male,Central,84,entry,16.98,1,0,05-06-2020
C037168,34,Female,North,26,Standard,20.75,2,0,12-01-2025
C037169,37,Male,East,109, Basic  ,15.09,2,0,16-05-2023
C037170,38,MALE ,South,10,Standard,30.86,2,Yes,15-05-2025
C037171,41,M,West,27,Enterprise,149.21,3,0,04-02-2019
C037172,22,Male,West,82,Standard,26.13,1,1,05-02-2025
C037173,37,female,Central,65,Standard,15.33,0,0,11-05-2021
C037174,41,Female,East,14,Enterprise,₹207.39,0,0,21-09-2023
C037175,26,male,North,94,Standard,32.26,1,0,21-01-2022
C037176,33,Male,West,72,Standard,34.54,1,0,10-04-2021 00:00
C037177,18,male, South,117,gold,85.32,0,1,10-08-2024
C037178,53,Female,North,85,Basic,₹12.61,2,0,10-05-2023
C037179,31,female,West,39,standard,₹25.43,0,1,08-01-2024
C037180,36,M,East,51,gold,81.19,1,0,20-05-2019
C037181,30,Male,North,41,PRM,43.1,1,0,29-12-2020
C037182,26,Male,West,120,Basic,12.34,2,0,04-04-2025
C037183,18,Male,East,100,mid,₹23.55,0,No,02-11-2024
C037184,35,Male,Ctr,63,Standard,24.73,0,0,08-06-2019
C037185,123,Female,South,7,Standard,19.84,0,0,10-02-2023
C037186,36,Male,South,76,Basic,16.94,1,0,16-02-2024
C037187,20,Male,West,81,Standard,26.04,1,0,06-07-2020
C037188,38,M,West,75,Basic,18.5,2,0,24-08-2023
C037189,18,FEMALE,North,95,Basic,13.07,4,0,28-02-2020
C037190,22,Female,East,101,Basic,5.95,1,0,15-11-2022
C037191,31,Male,South,27,Premium,75.17,4,0,06-01-2024
C037192,46,Male,West,116,Basic,9.05,0,No,23-07-2025
C037193,31,Male,East,98,starter,19.22,0,Yes,26-09-2024
C037194,32,M,East,35,Premium,₹71.85,0,0,14-11-2019
C037195,34,Female,NORTH,19,Basic,14.78,0,0,01-06-2020
C037196,49,Female,West,73,Basic,15.94,0,0,29-03-2019
C037197,36,Male,West,54,Premium,53.78,2,0,10-06-2020
C037198,26,Non-binary,North  ,34,Premium,65,1,1,31-05-2023
